"ASVNumber","tax.Domain","tax.Supergroup","tax.Division","tax.Subdivision","tax.Class","tax.Order","tax.Family","tax.Genus","tax.Species","boot.Domain","boot.Supergroup","boot.Division","boot.Subdivision","boot.Class","boot.Order","boot.Family","boot.Genus","boot.Species"
"ASV_01079","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Oligotrichida","Strombidiidae","Strombidiidae_X","Strombidiidae_X_sp.",100,100,100,100,100,96,96,79,76
"ASV_01080","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Kareniaceae","Karlodinium",NA,100,100,100,100,100,84,83,83,42
"ASV_01081","Eukaryota","TSAR","Stramenopiles","Gyrista","MOCH-2","MOCH-2_X","MOCH-2_XX","MOCH-2_XXX","MOCH-2_XXX_sp.",100,100,100,100,100,100,100,100,100
"ASV_01082","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-5","Dino-Group-I-Clade-5_X","Dino-Group-I-Clade-5_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01083","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA,100,100,100,100,100,45,45,45,45
"ASV_01084","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Prorocentrales","Prorocentraceae","Prorocentrum","Prorocentrum_sp.",100,100,100,100,100,54,54,54,53
"ASV_01085","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Oligotrichida","Strombidiidae","Strombidiidae_X","Strombidiidae_X_sp.",100,100,100,100,100,100,70,67,67
"ASV_01086","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-10-and-11","Dino-Group-II-Clade-10-and-11_X","Dino-Group-II-Clade-10-and-11_X_sp.",100,98,98,98,89,89,86,86,86
"ASV_01087","Eukaryota","TSAR","Rhizaria","Radiolaria","Polycystinea","Spumellaria","Liosphaeroidea_X","Liosphaeroidea_XX","Liosphaeroidea_XX_sp.",100,100,100,100,100,100,100,100,100
"ASV_01088","Eukaryota","TSAR","Rhizaria","Radiolaria","Polycystinea","Spumellaria","Liosphaeroidea_X","Liosphaeroidea_XX","Liosphaeroidea_XX_sp.",100,100,100,100,100,100,100,100,100
"ASV_01089","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Oligotrichida","Strombidiidae",NA,NA,100,100,100,100,100,99,65,28,28
"ASV_01090","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01091","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01092","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-7","Dino-Group-II-Clade-7_X","Dino-Group-II-Clade-7_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01093","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Choreotrichida","Choreotrichida_X","Choreotrichida_XX","Choreotrichida_XX_sp.",100,100,100,100,100,100,100,100,100
"ASV_01094","Eukaryota","TSAR","Stramenopiles","Gyrista","Dictyochophyceae","Dictyochophyceae_X","Dictyochales","Dictyocha","Dictyocha_speculum",100,100,100,100,100,100,100,100,100
"ASV_01095","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Oligotrichida","Strombidiidae",NA,NA,100,100,100,100,100,100,69,28,28
"ASV_01096","Eukaryota","TSAR","Stramenopiles","Gyrista","Mediophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros_tenuissimus",100,100,100,100,100,100,100,100,100
"ASV_01097","Eukaryota","TSAR","Stramenopiles","Gyrista","Bolidophyceae","Parmales","Parmales_env_1","Parmales_env_1_X","Parmales_env_1_X_sp.",100,100,100,100,99,99,99,99,99
"ASV_01098","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-10-and-11","Dino-Group-II-Clade-10-and-11_X","Dino-Group-II-Clade-10-and-11_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01099","Eukaryota","Obazoa","Opisthokonta","Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozellomycota_XXX","Rozellomycota_XXX_sp.",100,100,100,99,99,99,99,99,99
"ASV_01100","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-14","Dino-Group-II-Clade-14_X","Dino-Group-II-Clade-14_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01101","Eukaryota","TSAR","Alveolata","Ciliophora","CONThreeP","CONThreeP_X","CONThreeP_XX","Askenasia","Askenasia_sp.",100,100,100,100,99,99,99,99,99
"ASV_01102","Eukaryota","Obazoa","Opisthokonta","Metazoa",NA,NA,NA,NA,NA,98,60,60,57,45,33,32,1,1
"ASV_01103","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA,100,100,100,100,100,48,48,48,48
"ASV_01104","Eukaryota","Obazoa","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda","Calocalanus","Calocalanus_sp.",100,100,100,100,100,100,100,100,100
"ASV_01105","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-3","Dino-Group-II-Clade-3_X","Dino-Group-II-Clade-3_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01106","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-5","Dino-Group-II-Clade-5_X","Dino-Group-II-Clade-5_X_sp.",100,100,100,100,95,95,59,59,59
"ASV_01107","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Dinophyceae_X","Dinophyceae_XX","Dinophyceae_XXX","Dinophyceae_XXX_sp.",100,100,100,100,100,98,98,98,98
"ASV_01108","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-1","Dino-Group-I-Clade-1_X","Dino-Group-I-Clade-1_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01109","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Sagenista_X","MAST-9","MAST-9A","MAST-9A_sp.",100,100,100,100,100,100,100,100,100
"ASV_01110","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Prorocentrales","Prorocentraceae","Prorocentrum","Prorocentrum_sp.",100,100,100,100,100,83,83,83,83
"ASV_01111","Eukaryota","TSAR","Stramenopiles","Gyrista","Mediophyceae","Probosciales","Probosciaceae","Proboscia","Proboscia_alata",100,100,100,100,98,97,97,97,62
"ASV_01112","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01113","Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,94,49,48,35,27,10,9,9,9
"ASV_01114","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01115","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-9","Dino-Group-II-Clade-9_X","Dino-Group-II-Clade-9_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01116","Eukaryota","TSAR","Stramenopiles","Gyrista","Mediophyceae","Chaetocerotales","Chaetocerotaceae","Bacteriastrum","Bacteriastrum_jadranum",100,100,100,100,100,100,100,100,95
"ASV_01117","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Sagenista_X","MAST-4","MAST-4D","MAST-4D_sp.",100,100,100,100,100,100,100,100,100
"ASV_01118","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Paraphysomonadales","Paraphysomonadales_Clade-EC1Ga","Paraphysomonadales_Clade-EC1Ga_X","Paraphysomonadales_Clade-EC1Ga_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01119","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-10-and-11","Dino-Group-II-Clade-10-and-11_X","Dino-Group-II-Clade-10-and-11_X_sp.",100,98,96,94,93,93,92,92,92
"ASV_01120","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-III","Dino-Group-III_X","Dino-Group-III_XX","Dino-Group-III_XX_sp.",100,100,100,100,100,100,100,100,100
"ASV_01121","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista",NA,NA,NA,NA,100,97,97,60,57,20,18,16,16
"ASV_01122","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-5","Dino-Group-I-Clade-5_X","Dino-Group-I-Clade-5_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01123","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA,100,100,100,100,100,45,44,44,43
"ASV_01124","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Sagenista_X","MAST-8","MAST-8E","MAST-8E_sp.",100,100,100,100,100,100,100,100,100
"ASV_01125","Eukaryota","TSAR","Stramenopiles","Gyrista","Bacillariophyceae","Naviculales","Naviculaceae","Navicula",NA,100,100,100,100,100,100,100,75,45
"ASV_01126","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA,100,97,97,97,97,48,40,17,13
"ASV_01127","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-7","Dino-Group-II-Clade-7_X","Dino-Group-II-Clade-7_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01128","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-10-and-11","Dino-Group-II-Clade-10-and-11_X","Dino-Group-II-Clade-10-and-11_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01129","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA,100,100,100,100,100,49,44,44,37
"ASV_01130","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA,100,100,100,100,100,43,22,22,21
"ASV_01131","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-3","Dino-Group-II-Clade-3_X","Dino-Group-II-Clade-3_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01132","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-3","Dino-Group-II-Clade-3_X","Dino-Group-II-Clade-3_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01133","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01134","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA,97,91,91,90,89,31,10,8,7
"ASV_01135","Eukaryota","Obazoa","Opisthokonta","Metazoa","Cnidaria","Cnidaria_X","Scyphozoa","Pelagia","Pelagia_noctiluca",100,100,100,100,100,100,100,100,100
"ASV_01136","Eukaryota","Obazoa","Opisthokonta",NA,NA,NA,NA,NA,NA,100,82,82,44,40,37,37,37,37
"ASV_01137","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium_fusiforme",100,100,100,100,100,80,79,78,76
"ASV_01138","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gymnodinium","Gymnodinium_sp.",100,100,100,100,100,100,87,87,87
"ASV_01139","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-10-and-11","Dino-Group-II-Clade-10-and-11_X","Dino-Group-II-Clade-10-and-11_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01140","Eukaryota","TSAR","Rhizaria","Cercozoa","Chlorarachniophyceae","Chlorarachnida","Chlorarachnida_X","Norrisiella","Norisiella_sphaerica",100,100,100,100,100,100,100,60,54
"ASV_01141","Eukaryota","TSAR","Alveolata","Dinoflagellata",NA,NA,NA,NA,NA,98,74,70,50,48,20,12,10,9
"ASV_01142","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-4","Dino-Group-I-Clade-4_X","Dino-Group-I-Clade-4_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01143","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gymnodinium","Gymnodinium_sp.",100,100,100,100,100,98,93,74,72
"ASV_01144","Eukaryota","TSAR","Stramenopiles","Gyrista","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Apedinella","Apedinella_radians",100,100,100,100,100,100,100,99,99
"ASV_01145","Eukaryota","TSAR","Stramenopiles","Gyrista","Mediophyceae","Thalassiosirales","Thalassiosiraceae","Minidiscus","Minidiscus_variabilis",100,100,100,100,100,100,100,100,100
"ASV_01146","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA,100,98,98,97,92,47,33,33,17
"ASV_01147","Eukaryota","TSAR","Stramenopiles","Gyrista","Gyrista_X","Gyrista_XX","MAST-1","MAST-1C","MAST-1C_sp.",100,100,100,100,100,100,100,100,100
"ASV_01148","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium_sp.",100,100,100,100,100,78,57,57,57
"ASV_01149","Eukaryota","TSAR","Stramenopiles","Gyrista","Bacillariophyceae","Rhabdonematales","Grammatophoraceae","Hyalosira","Hyalosira_delicatula",100,100,100,100,100,100,100,100,100
"ASV_01150","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-14","Dino-Group-II-Clade-14_X","Dino-Group-II-Clade-14_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01151","Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,94,29,23,22,22,18,18,18,18
"ASV_01152","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA,94,84,79,77,75,13,11,9,7
"ASV_01153","Eukaryota","TSAR","Stramenopiles","Bigyra","Opalozoa","Nanomonadea","MAST-3","MAST-3I","MAST-3I_sp.",100,100,100,100,100,100,100,100,100
"ASV_01154","Eukaryota","TSAR","Stramenopiles","Gyrista","Dictyochophyceae","Dictyochophyceae_X","Dictyochophyceae_XX","Dictyochophyceae_XXX","Dictyochophyceae_XXX_sp.",100,100,100,100,100,100,60,60,60
"ASV_01155","Eukaryota","Archaeplastida","Picozoa","Picozoa_subdivision_2","Picozoa_subdivision_2_X","Picozoa_subdivision_2_XX","Picozoa_subdivision_2_XXX","Picozoa_subdivision_2_XXXX","Picozoa_subdivision_2_XXXX_sp.",100,100,100,100,100,100,100,100,100
"ASV_01156","Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,97,9,8,8,7,7,7,7,7
"ASV_01157","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gymnodinium",NA,100,100,100,100,100,100,96,59,33
"ASV_01158","Eukaryota","TSAR","Rhizaria","Radiolaria","Acantharea","Acantharea_E","Acantharea_E2","Lychnaspis-E2","Lychnaspis-E2_giltschii",100,100,100,100,100,100,89,89,89
"ASV_01159","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-10-and-11","Dino-Group-II-Clade-10-and-11_X","Dino-Group-II-Clade-10-and-11_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01160","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Oligotrichida","Strombidiidae","Strombidiidae_X","Strombidiidae_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01161","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Oligotrichida","Oligotrichida_X","Oligotrichida_XX","Oligotrichida_XX_sp.",100,100,100,100,100,100,97,97,97
"ASV_01162","Eukaryota","TSAR","Alveolata","Ciliophora","Phyllopharyngea","Suctoria","Acinetidae_1","Paracineta","Paracineta_limbata",100,100,100,100,100,100,100,95,95
"ASV_01163","Eukaryota:nucl","Cryptista:nucl","Cryptophyta:nucl","Cryptophyta_X:nucl","Cryptophyceae:nucl","Cryptomonadales:nucl","Cryptomonadales_X:nucl",NA,NA,100,100,100,100,100,70,67,22,22
"ASV_01164","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Imbricatea","Filosa-Imbricatea_X","Novel-clade-2","Novel-clade-2_X","Novel-clade-2_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01165","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Paraphysomonadales","Paraphysomonadaceae","Paraphysomonas","Paraphysomonas_sp.",100,100,100,100,100,100,100,100,97
"ASV_01166","Eukaryota","Archaeplastida","Picozoa","Picozoa_subdivision_1","Picomonadea","Picomonadea_X","Picomonadea_XX","Picomonadea_XXX","Picomonadea_XXX_sp.",100,100,100,97,55,55,55,55,55
"ASV_01167","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Oligotrichida","Strombidiidae","Strombidiidae_X","Strombidiidae_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01168","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I_X","Dino-Group-I_XX","Dino-Group-I_XX_sp.",96,77,75,74,62,61,55,55,55
"ASV_01169","Eukaryota","TSAR","Rhizaria","Radiolaria","Acantharea","Acantharea_F","Acantharea_F2","Amphibelone","Amphibelone_heteracanthum",100,100,100,100,100,100,85,85,85
"ASV_01170","Eukaryota","TSAR","Rhizaria","Radiolaria","Polycystinea","Spumellaria","Astrosphaeridae","Astrosphaera","Astrosphaera_hexagonalis",100,100,100,100,100,100,100,100,100
"ASV_01171","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01172","Eukaryota","Obazoa","Opisthokonta","Metazoa","Annelida","Annelida_X","Annelida_XX","Parapionosyllis",NA,100,100,100,100,100,100,100,94,39
"ASV_01173","Eukaryota","TSAR","Stramenopiles","Gyrista","Mediophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros_galeatus",100,100,100,100,100,100,100,100,80
"ASV_01174","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Protaspa-lineage","Protaspa-lineage_X","Protaspa-lineage_X_sp.",100,100,100,100,100,100,99,98,98
"ASV_01175","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Pseudophyllomitidae","MAST-6","MAST-6_X","MAST-6_X_sp.",100,100,100,100,100,100,90,90,90
"ASV_01176","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-2","Dino-Group-II-Clade-2_X","Dino-Group-II-Clade-2_X_sp.",100,100,100,100,100,100,81,81,81
"ASV_01177","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-10-and-11","Dino-Group-II-Clade-10-and-11_X","Dino-Group-II-Clade-10-and-11_X_sp.",100,100,100,100,100,100,89,89,89
"ASV_01178","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-3","Dino-Group-II-Clade-3_X","Dino-Group-II-Clade-3_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01179","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-6","Dino-Group-II-Clade-6_X","Dino-Group-II-Clade-6_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01180","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Prorocentrales","Prorocentraceae","Prorocentrum","Prorocentrum_sp.",100,100,100,100,100,64,64,64,64
"ASV_01181","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA,100,100,100,100,100,26,26,26,26
"ASV_01182","Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,94,30,19,19,13,10,10,8,8
"ASV_01183","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-1","Dino-Group-I-Clade-1_X","Dino-Group-I-Clade-1_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01184","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-5","Dino-Group-I-Clade-5_X","Dino-Group-I-Clade-5_X_sp.",100,100,100,100,99,99,99,99,99
"ASV_01185","Eukaryota","TSAR","Stramenopiles","Bigyra","Opalozoa","Opalozoa_X","MAST-12","MAST-12A","MAST-12A_sp.",100,100,100,100,100,100,100,100,100
"ASV_01186","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01187","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-10-and-11","Dino-Group-II-Clade-10-and-11_X","Dino-Group-II-Clade-10-and-11_X_sp.",100,100,100,100,100,100,99,99,99
"ASV_01188","Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,90,10,6,6,6,3,3,3,2
"ASV_01189","Eukaryota","TSAR","Stramenopiles","Bigyra","Opalozoa","Nanomonadea","MAST-3","MAST-3I","MAST-3I_sp.",100,100,100,100,100,100,100,100,100
"ASV_01190","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA,100,100,100,100,100,49,49,49,49
"ASV_01191","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Lepidodinium","Lepidodinium_sp.",100,100,100,100,100,99,99,90,89
"ASV_01192","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-4","Dino-Group-I-Clade-4_X","Dino-Group-I-Clade-4_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01193","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Dinophyceae_X","Dinophyceae_XX","Dinophyceae_XXX","Dinophyceae_XXX_sp.",100,100,100,100,100,56,56,56,56
"ASV_01194","Eukaryota","Haptista","Centroplasthelida","Centroplasthelida_X","Pterocystida","Pterocystida_X","Pterocystida_XX","Pterocystida_XXX","Pterocystida_XXX_sp.",100,98,98,98,94,85,85,85,85
"ASV_01195","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Warnowiaceae","Warnowia","Warnowia_sp.",100,100,100,100,100,100,99,84,84
"ASV_01196","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-17","Dino-Group-II-Clade-17_X","Dino-Group-II-Clade-17_X_sp.",100,100,100,100,100,100,83,83,83
"ASV_01197","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gymnodinium",NA,100,100,100,100,100,99,94,84,36
"ASV_01198","Eukaryota","TSAR","Alveolata","Ciliophora","CONThreeP","CONThreeP_X","Discotrichidae","NASSO_1","NASSO_1_sp.",100,100,100,100,100,100,100,100,100
"ASV_01199","Eukaryota","TSAR","Alveolata","Ciliophora","Phyllopharyngea","Suctoria","Suctoria_X","Suctoria_XX","Suctoria_XX_sp.",100,100,100,100,100,100,100,100,100
"ASV_01200","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-10-and-11","Dino-Group-II-Clade-10-and-11_X","Dino-Group-II-Clade-10-and-11_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01201","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-5","Dino-Group-I-Clade-5_X","Dino-Group-I-Clade-5_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01202","Eukaryota","TSAR","Telonemia","Telonemia_X","Telonemia_XX","Telonemia_XXX","Telonemia-Group-2","Telonemia-Group-2_X","Telonemia-Group-2_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01203","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Choreotrichida-Tintinnina","Tintinnidae","Tintinnidae_X","Tintinnidae_X_sp.",100,100,100,100,100,100,100,51,51
"ASV_01204","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.",100,100,100,100,100,100,76,76,76
"ASV_01205","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Suessiales","Suessiaceae",NA,NA,100,100,100,100,100,98,98,44,44
"ASV_01206","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Amphidomataceae","Azadinium","Azadinium_sp.",100,100,100,100,100,93,91,91,53
"ASV_01207","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA,100,100,100,100,100,49,29,29,24
"ASV_01208","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Prorocentrales","Prorocentraceae","Prorocentrum","Prorocentrum_sp.",100,100,100,100,100,85,85,85,83
"ASV_01209","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Ochromonadales","Ochromonadales_X","Ochromonadales_XX","Ochromonadales_XX_sp.",100,100,100,100,100,100,98,98,98
"ASV_01210","Eukaryota","TSAR","Alveolata","Ciliophora","CONThreeP","CONThreeP_X","CONThreeP_XX","Askenasia","Askenasia_sp.",100,100,100,100,100,100,100,100,100
"ASV_01211","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Imbricatea","Filosa-Imbricatea_X","Novel-clade-2","Novel-clade-2_X","Novel-clade-2_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_01212","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Paraphysomonadales","Paraphysomonadaceae","Paraphysomonas","Paraphysomonas_sp.",100,100,100,100,100,100,100,100,53
"ASV_01213","Eukaryota","TSAR","Stramenopiles","Gyrista","Mediophyceae","Chaetocerotales","Leptocylindraceae","Leptocylindrus","Leptocylindrus_convexus",100,100,100,100,100,100,100,100,100
