"ASVNumber","tax.Domain","tax.Supergroup","tax.Division","tax.Subdivision","tax.Class","tax.Order","tax.Family","tax.Genus","tax.Species","boot.Domain","boot.Supergroup","boot.Division","boot.Subdivision","boot.Class","boot.Order","boot.Family","boot.Genus","boot.Species"
"ASV_02143","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Labyrinthulomycetes","Thraustochytriaceae","Thraustochytriaceae_QPX","Thraustochytriaceae_QPX_sp.",100,100,100,100,100,100,100,100,100
"ASV_02144","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-10-and-11","Dino-Group-II-Clade-10-and-11_X","Dino-Group-II-Clade-10-and-11_X_sp.",100,100,100,100,100,100,98,98,98
"ASV_02145","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Sagenista_X","MAST-4","MAST-4D","MAST-4D_sp.",100,100,100,100,100,100,100,88,88
"ASV_02146","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-12","Dino-Group-II-Clade-12_X","Dino-Group-II-Clade-12_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_02147",NA,NA,NA,NA,NA,NA,NA,NA,NA,19,19,19,19,19,18,18,18,18
"ASV_02148","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-20","Dino-Group-II-Clade-20_X","Dino-Group-II-Clade-20_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_02149","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-55","Dino-Group-II-Clade-55_X","Dino-Group-II-Clade-55_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_02150","Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,88,6,5,4,4,4,4,4,4
"ASV_02151","Eukaryota","Obazoa","Opisthokonta","Metazoa","Mollusca","Bivalvia",NA,NA,NA,100,100,100,100,90,90,14,10,10
"ASV_02152","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-47","Dino-Group-II-Clade-47_X","Dino-Group-II-Clade-47_X_sp.",100,99,99,99,98,98,61,61,61
"ASV_02153","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Torodiniales","Torodiniaceae","Torodinium","Torodinium_robustum",100,100,100,100,100,94,94,94,86
"ASV_02154","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Sagenista_X","MAST-9","MAST-9A","MAST-9A_sp.",100,100,100,100,100,100,100,100,100
"ASV_02155","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-47","Dino-Group-II-Clade-47_X","Dino-Group-II-Clade-47_X_sp.",100,100,100,100,100,99,97,97,97
"ASV_02156","Eukaryota","TSAR","Stramenopiles","Bigyra","Bicoecea","Bicoecales","Bicoecaceae","Bicoecaceae_X","Bicoecaceae_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_02157","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-4","Dino-Group-I-Clade-4_X","Dino-Group-I-Clade-4_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_02158","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-28","Dino-Group-II-Clade-28_X","Dino-Group-II-Clade-28_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_02159","Eukaryota","TSAR","Stramenopiles","Gyrista","Chrysophyceae","Paraphysomonadales","Lepidochromonadaceae","Lepidochromonas","Lepidochromonas_sp.",100,100,100,100,100,100,92,92,82
"ASV_02160","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-6","Dino-Group-II-Clade-6_X","Dino-Group-II-Clade-6_X_sp.",100,100,81,81,78,78,78,78,78
"ASV_02161","Eukaryota","TSAR","Rhizaria","Cercozoa","Endomyxa","Vampyrellida",NA,NA,NA,100,98,98,98,89,89,33,33,33
"ASV_02162","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-III","Dino-Group-III_X","Dino-Group-III_XX","Dino-Group-III_XX_sp.",100,99,99,95,92,75,75,75,75
"ASV_02163","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Mamiellophyceae","Mamiellales","Bathycoccaceae","Bathycoccus","Bathycoccus_sp.",100,98,97,97,96,95,93,89,87
"ASV_02164","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales",NA,NA,NA,100,100,100,99,94,64,32,31,10
"ASV_02165","Eukaryota","Obazoa","Opisthokonta","Metazoa","Cnidaria","Cnidaria_X","Hydrozoa","Aglaura","Aglaura_hemistoma",100,100,100,100,100,100,100,91,91
"ASV_02166","Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,98,48,48,42,21,14,14,2,2
"ASV_02167","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-III","Dino-Group-III_X","Dino-Group-III_XX","Dino-Group-III_XX_sp.",100,97,97,86,57,55,55,55,55
"ASV_02168","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-6","Dino-Group-II-Clade-6_X","Dino-Group-II-Clade-6_X_sp.",100,98,98,97,97,97,72,72,72
"ASV_02169","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Thecofilosea","Cryomonadida","Protaspa-lineage","Protaspa","Protaspa_grandis",100,100,77,77,77,77,77,77,76
"ASV_02170","Eukaryota","TSAR","Stramenopiles","Gyrista","Mediophyceae","Thalassiosirales",NA,NA,NA,99,95,93,93,71,62,36,36,23
"ASV_02171","Eukaryota","Excavata","Discoba","Discoba_X","Heterolobosea","Tetramitia_VI","Tetramitia_VI_X","Euplaesiobystra",NA,99,93,93,93,93,93,93,69,26
"ASV_02172","Eukaryota","Obazoa","Opisthokonta","Fungi",NA,NA,NA,NA,NA,100,68,68,55,26,26,26,26,26
"ASV_02173","Eukaryota","TSAR","Stramenopiles","Bigyra","Opalozoa","Opalozoa_X","MAST-12","MAST-12A","MAST-12A_sp.",100,100,100,100,100,100,100,100,100
"ASV_02174","Eukaryota","Obazoa","Opisthokonta","Choanoflagellata","Choanoflagellatea","Acanthoecida","Acanthoecidae_Group_G","Calliacantha","Calliacantha_natans",100,100,100,100,100,100,81,81,75
"ASV_02175","Eukaryota","TSAR","Alveolata","Ciliophora","Phyllopharyngea","Cyrtophoria_1","PHYLL_4","PHYLL_4_X","PHYLL_4_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_02176","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Labyrinthulomycetes","Labyrinthulomycetes_LAB14","Labyrinthulomycetes_LAB14_X","Labyrinthulomycetes_LAB14_X_sp.",100,100,100,89,89,87,53,53,53
"ASV_02177","Eukaryota","TSAR","Stramenopiles","Bigyra","Bicoecea","Anoecales","Anoecales_X","Cafileria","Cafileria_marina",100,90,88,87,87,87,87,87,87
"ASV_02178","Eukaryota","Obazoa","Opisthokonta","Fungi","Basidiomycota","Agaricomycotina","Tremellomycetes","Tremella","Tremella_mesenterica",100,100,100,100,100,100,100,100,100
"ASV_02179","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales",NA,NA,NA,NA,100,97,97,96,74,42,42,42,42
"ASV_02180","Eukaryota","Obazoa","Opisthokonta","Fungi","Rozellomycota","Rozellomycota_X","Rozellomycota_XX","Rozella","Rozella_multimorpha",100,100,100,100,100,100,100,100,100
"ASV_02181","Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,100,43,43,43,43,43,43,43,41
"ASV_02182","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Torodiniales","Torodiniaceae","Kapelodinium","Kapelodinium_vestifici",100,97,97,97,97,62,62,62,62
"ASV_02183","Eukaryota","TSAR","Telonemia","Telonemia_X","Telonemia_XX","Telonemia_XXX","Telonemia-Group-2","Telonemia-Group-2_X","Telonemia-Group-2_X_sp.",100,99,99,99,99,99,88,61,61
"ASV_02184","Eukaryota","Obazoa","Opisthokonta","Metazoa","Urochordata","Urochordata_X","Ascidiacea","Thalia","Thalia_orientalis",100,100,100,100,100,100,100,100,100
"ASV_02185","Eukaryota","TSAR","Stramenopiles","Bigyra","Opalozoa","Opalozoa_X","MAST-12","MAST-12_X","MAST-12_X_sp.",100,100,100,88,88,88,88,88,88
"ASV_02186","Eukaryota","TSAR","Stramenopiles","Bigyra","Opalozoa","Opalozoa_X","MAST-12","MAST-12_X","MAST-12_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_02187","Eukaryota","TSAR","Stramenopiles","Gyrista","Coscinodiscophyceae","Coscinodiscales","Coscinodiscaceae","Coscinodiscus","Coscinodiscus_radiatus",100,100,100,100,100,100,100,100,100
"ASV_02188","Eukaryota","Obazoa","Opisthokonta","Metazoa","Echinodermata","Echinodermata_X","Echinodermata_XX","Labidoplax","Labidoplax_digitata",100,90,90,90,90,90,90,51,51
"ASV_02189","Eukaryota","Obazoa","Opisthokonta","Fungi","Chytridiomycota","Rhizophydiales","Rhizophydiaceae","Rhizophydium","Rhizophydium_patellarium",99,90,85,85,77,77,73,73,67
"ASV_02190","Eukaryota","Archaeplastida","Picozoa","Picozoa_subdivision_1","Picomonadea","Picomonadida","Picomonadidae","Picomonas",NA,100,95,95,94,94,94,94,94,49
"ASV_02191","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-33","Dino-Group-II-Clade-33_X","Dino-Group-II-Clade-33_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_02192","Eukaryota","Haptista","Centroplasthelida","Centroplasthelida_X","Pterocystida","Pterista",NA,NA,NA,100,83,83,83,78,52,48,43,20
"ASV_02193","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium",NA,100,100,100,100,100,91,90,90,43
"ASV_02194","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Thecofilosea","Ebriacea","Botuliformidae","Botuliforma","Botuliforma_benthica",100,100,96,96,93,66,65,64,64
"ASV_02195","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Oligotrichida","Strombidiidae",NA,NA,100,100,100,84,84,78,77,45,38
"ASV_02196","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Oligotrichida","Strombidiidae",NA,NA,100,99,99,99,99,99,99,45,17
"ASV_02197","Eukaryota","TSAR","Rhizaria","Radiolaria","Acantharea","Acantharea_3","Acantharea_3b","Acantharea_3b_X","Acantharea_3b_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_02198","Eukaryota","Haptista","Haptophyta","Haptophyta_X","Prymnesiophyceae","Prymnesiales","Chrysochromulinaceae","Chrysochromulina","Chrysochromulina_leadbeateri",100,100,100,100,100,100,100,100,83
"ASV_02199","Eukaryota","TSAR","Stramenopiles","Gyrista","MOCH-2","MOCH-2_X","MOCH-2_XX","MOCH-2_XXX","MOCH-2_XXX_sp.",100,100,100,100,100,100,100,100,100
"ASV_02200","Eukaryota","TSAR","Stramenopiles","Bigyra","Bicoecea","Bicoecales","Bicoecaceae","Bicosoeca","Bicosoeca_vacillans",100,100,100,100,100,100,100,100,99
"ASV_02201","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-V","Dino-Group-V_X","Dino-Group-V_XX","Dino-Group-V_XX_sp.",100,100,100,100,100,100,100,100,100
"ASV_02202","Eukaryota","TSAR","Rhizaria","Radiolaria","Polycystinea","Spumellaria","Spongosphaeridae","Spongosphaera","Spongosphaera_streptacantha",100,100,100,100,100,100,100,100,100
"ASV_02203","Eukaryota","TSAR","Stramenopiles","Stramenopiles_X","Stramenopiles_X-Group-6","Stramenopiles_X-Group-6_X","Stramenopiles_X-Group-6_XX","Stramenopiles_X-Group-6_XXX","Stramenopiles_X-Group-6_XXX_sp.",100,100,100,100,100,100,100,100,100
"ASV_02204","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-16","Dino-Group-II-Clade-16_X","Dino-Group-II-Clade-16_X_sp.",100,100,100,100,83,83,81,81,81
"ASV_02205","Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,100,39,38,35,16,16,16,12,12
"ASV_02206","Eukaryota","TSAR","Alveolata","Dinoflagellata",NA,NA,NA,NA,NA,100,100,100,100,42,42,42,32,32
"ASV_02207","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-12","Dino-Group-II-Clade-12_X","Dino-Group-II-Clade-12_X_sp.",100,100,100,100,100,100,94,94,94
"ASV_02208","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-III","Dino-Group-III_X","Dino-Group-III_XX","Dino-Group-III_XX_sp.",100,100,100,100,62,60,60,60,60
"ASV_02209","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-III","Dino-Group-III_X","Dino-Group-III_XX","Dino-Group-III_XX_sp.",100,100,100,100,80,80,80,80,80
"ASV_02210","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II",NA,NA,NA,100,100,100,100,100,100,49,49,49
"ASV_02211","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-10-and-11","Dino-Group-II-Clade-10-and-11_X","Dino-Group-II-Clade-10-and-11_X_sp.",100,100,100,100,100,100,97,97,97
"ASV_02212","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA,100,99,99,99,99,44,39,22,15
"ASV_02213","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA,100,100,100,100,100,47,33,33,32
"ASV_02214","Eukaryota","Cryptista","Cryptophyta","Cryptophyta_X","Cryptophyceae",NA,NA,NA,NA,100,62,62,62,62,49,49,49,49
"ASV_02215","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae","Gyrodinium","Gyrodinium_rubrum",100,100,100,100,100,98,98,84,82
"ASV_02216","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Dinophyceae_X","Dinophyceae_XX","Dinophyceae_XXX","Dinophyceae_XXX_sp.",100,100,100,100,100,59,59,59,59
"ASV_02217","Eukaryota","TSAR","Rhizaria","Cercozoa","Filosa-Thecofilosea","Filosa-Thecofilosea_X","Mataza-lineage","Mataza-lineage_X","Mataza-lineage_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_02218","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-1","Dino-Group-II-Clade-1_X","Dino-Group-II-Clade-1_X_sp.",100,98,98,98,97,97,97,97,97
"ASV_02219","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Pyramimonadophyceae","Pyramimonadales","Pterospermaceae","Pterosperma","Pterosperma_cristatum",100,100,100,100,100,100,82,82,51
"ASV_02220","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Sagenista_X","MAST-4","MAST-4F","MAST-4F_sp.",100,58,58,58,58,58,58,58,58
"ASV_02221","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Mamiellophyceae","Mamiellales","Mamiellaceae","Micromonas","Micromonas_sp.",100,99,99,99,99,99,99,99,77
"ASV_02222","Eukaryota","Archaeplastida","Picozoa","Picozoa_subdivision_2","Picozoa_subdivision_2_X","Picozoa_subdivision_2_XX","Picozoa_subdivision_2_XXX","Picozoa_subdivision_2_XXXX","Picozoa_subdivision_2_XXXX_sp.",100,98,98,98,98,98,98,98,98
"ASV_02223","Eukaryota","Obazoa","Opisthokonta","Opisthokonta_X","Opisthokonta_XX","Opisthokonta_XXX","Opisthokonta_XXXX","Opisthokonta_XXXXX","Opisthokonta_XXXXX_sp.",100,100,100,100,100,100,100,100,100
"ASV_02224","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Mamiellophyceae","Mamiellales","Mamiellaceae","Micromonas","Micromonas_sp.",100,98,98,98,97,89,83,64,63
"ASV_02225","Eukaryota","TSAR","Stramenopiles","Gyrista","Bacillariophyceae","Surirellales","Entomoneidaceae","Entomoneis","Entomoneis_sp.",100,100,100,100,100,94,93,93,91
"ASV_02226","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae",NA,NA,100,100,100,100,100,82,57,17,17
"ASV_02227","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Peridiniales","Heterocapsaceae","Heterocapsa",NA,100,100,100,100,99,64,60,58,17
"ASV_02228","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-1","Dino-Group-I-Clade-1_X","Dino-Group-I-Clade-1_X_sp.",100,100,100,100,96,75,69,69,69
"ASV_02229","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea",NA,NA,NA,NA,100,98,58,58,50,38,9,9,9
"ASV_02230","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II",NA,NA,NA,100,99,99,99,73,73,44,44,44
"ASV_02231","Eukaryota","TSAR","Alveolata","Dinoflagellata",NA,NA,NA,NA,NA,100,100,100,64,49,49,49,49,49
"ASV_02232","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Oligotrichida","Strombidiidae",NA,NA,100,100,100,100,100,100,71,42,41
"ASV_02233","Eukaryota","TSAR",NA,NA,NA,NA,NA,NA,NA,100,59,40,32,30,30,26,26,26
"ASV_02234","Eukaryota","TSAR","Stramenopiles","Gyrista","Mediophyceae","Thalassiosirales","Thalassiosiraceae","Mediolabrus","Mediolabrus_comicus",100,100,100,99,59,59,58,58,58
"ASV_02235","Eukaryota","Obazoa","Opisthokonta","Metazoa","Cnidaria","Cnidaria_X","Hydrozoa",NA,NA,100,77,77,77,77,77,77,34,10
"ASV_02236","Eukaryota","TSAR","Stramenopiles","Gyrista","Mediophyceae","Thalassiosirales",NA,NA,NA,100,97,96,93,54,50,35,35,22
"ASV_02237","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-6","Dino-Group-II-Clade-6_X","Dino-Group-II-Clade-6_X_sp.",100,100,100,100,100,100,98,98,98
"ASV_02238","Eukaryota","TSAR","Stramenopiles","Bigyra","Opalozoa","Opalozoa_X","MAST-12","MAST-12A","MAST-12A_sp.",100,100,100,100,100,100,100,100,100
"ASV_02239","Eukaryota","Obazoa","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda","Cyclopidae","Cyclopidae_sp.",100,100,100,100,100,100,100,98,98
"ASV_02240","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-I","Dino-Group-I-Clade-5","Dino-Group-I-Clade-5_X","Dino-Group-I-Clade-5_X_sp.",100,63,63,62,59,59,59,59,59
"ASV_02241","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA,100,100,81,81,81,45,10,10,10
"ASV_02242","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-10-and-11","Dino-Group-II-Clade-10-and-11_X","Dino-Group-II-Clade-10-and-11_X_sp.",99,71,71,65,58,58,55,55,55
"ASV_02243","Eukaryota","TSAR","Stramenopiles","Gyrista","Dictyochophyceae","Dictyochophyceae_X","Pedinellales","Apedinella","Apedinella_radians",100,100,100,100,100,100,100,100,100
"ASV_02244","Eukaryota","TSAR","Rhizaria","Cercozoa","Cercozoa_X","Cercozoa_XX","Cercozoa_XXX","Cercozoa_XXXX","Cercozoa_XXXX_sp.",100,100,100,100,99,99,99,99,99
"ASV_02245","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II",NA,NA,NA,100,99,98,98,74,68,47,47,47
"ASV_02246","Eukaryota","Obazoa","Opisthokonta","Fungi",NA,NA,NA,NA,NA,100,81,81,75,10,8,7,7,5
"ASV_02247","Eukaryota","TSAR","Stramenopiles","Gyrista","Mediophyceae","Chaetocerotales","Chaetocerotaceae","Chaetoceros","Chaetoceros_constrictus",100,100,100,100,100,100,100,100,99
"ASV_02248","Eukaryota","Obazoa","Opisthokonta","Choanoflagellata","Choanoflagellatea","Acanthoecida","Stephanoecidae","Crinolina","Crinolina_isefiordensis",100,88,88,88,88,88,88,88,88
"ASV_02249","Eukaryota","TSAR","Stramenopiles","Bigyra","Opalozoa","Opalozoa_X","MAST-12","MAST-12D","MAST-12D_sp.",100,99,98,74,58,58,58,54,54
"ASV_02250","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Mamiellophyceae","Mamiellales","Mamiellaceae","Micromonas","Micromonas_sp.",100,100,65,65,65,65,65,65,64
"ASV_02251","Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,98,26,26,22,22,22,21,21,21
"ASV_02252","Eukaryota","TSAR","Stramenopiles","Bigyra","Opalozoa","Opalozoa_X","MAST-12","MAST-12A","MAST-12A_sp.",100,100,100,100,100,100,100,100,100
"ASV_02253","Eukaryota","Obazoa","Opisthokonta","Metazoa","Arthropoda","Crustacea","Maxillopoda","Paracalanus",NA,100,100,100,100,100,100,100,91,42
"ASV_02254","Eukaryota","Obazoa","Opisthokonta","Metazoa","Cnidaria","Cnidaria_X","Hydrozoa",NA,NA,100,98,98,98,98,98,98,4,2
"ASV_02255","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Oligotrichida","Tontoniidae","Pseudotontonia","Pseudotontonia_simplicidens",100,100,100,100,89,89,89,89,89
"ASV_02256","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Labyrinthulomycetes","Labyrinthulomycetes_LAB13","Labyrinthulomycetes_LAB13_X","Labyrinthulomycetes_LAB13_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_02257","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Mamiellophyceae","Mamiellales","Mamiellaceae","Micromonas","Micromonas_sp.",100,100,67,67,67,67,67,67,67
"ASV_02258","Eukaryota","TSAR","Alveolata","Ciliophora","Colpodea","Colpodea_X","Cyrtolophosidida","Aristerostoma","Aristerostoma_sp.",100,100,100,100,100,100,100,100,100
"ASV_02259","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA,99,99,99,99,79,36,31,24,13
"ASV_02260","Eukaryota","Cryptista","Cryptophyta","Cryptophyta_X","Cryptophyceae",NA,NA,NA,NA,97,55,55,55,55,35,25,15,11
"ASV_02261","Eukaryota","Obazoa","Opisthokonta","Metazoa","Craniata","Craniata_X","Mammalia",NA,NA,91,91,91,90,90,90,59,32,32
"ASV_02262","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA,100,98,90,86,83,38,28,23,16
"ASV_02263","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-12","Dino-Group-II-Clade-12_X","Dino-Group-II-Clade-12_X_sp.",100,100,100,100,100,100,100,100,100
"ASV_02264","Eukaryota","TSAR","Stramenopiles","Gyrista","Dictyochophyceae","Dictyochophyceae_X","Florenciellales","Florenciella","Florenciella_parvula",100,100,100,100,100,100,100,91,86
"ASV_02265","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Sagenista_X","MAST-4","MAST-4D","MAST-4D_sp.",100,100,100,100,100,100,100,80,80
"ASV_02266","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA,100,100,100,100,100,27,27,27,27
"ASV_02267","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Oligotrichida","Tontoniidae","Spirotontonia","Spirotontonia_sp.",100,61,61,61,61,61,61,61,61
"ASV_02268","Eukaryota","Archaeplastida","Chlorophyta","Chlorophyta_X","Mamiellophyceae","Mamiellales","Mamiellaceae","Micromonas",NA,100,99,99,99,99,98,98,68,35
"ASV_02269","Eukaryota","TSAR","Rhizaria","Radiolaria","Acantharea","Acantharea_3","Acantharea_3b","Acantharea_3b_X","Acantharea_3b_X_sp.",100,100,87,87,86,65,61,61,61
"ASV_02270","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA,94,94,93,93,56,19,15,5,5
"ASV_02271","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea","Oligotrichida","Tontoniidae","Pseudotontonia","Pseudotontonia_simplicidens",100,100,100,100,100,100,100,100,96
"ASV_02272","Eukaryota",NA,NA,NA,NA,NA,NA,NA,NA,90,38,32,27,27,27,26,18,18
"ASV_02273","Eukaryota","TSAR","Alveolata","Ciliophora","Spirotrichea",NA,NA,NA,NA,100,98,98,62,61,42,2,2,2
"ASV_02274","Eukaryota","TSAR","Rhizaria","Cercozoa","Endomyxa","Vampyrellida",NA,NA,NA,100,94,93,92,91,91,24,23,23
"ASV_02275","Eukaryota","TSAR","Stramenopiles","Bigyra","Sagenista","Sagenista_X","MAST-4","MAST-4E","MAST-4E_sp.",100,99,82,82,82,82,82,80,80
"ASV_02276","Eukaryota","TSAR","Stramenopiles","Gyrista","Pelagophyceae","Pelagomonadales","Pelagomonadaceae","Pelagomonas","Pelagomonas_sp.",100,100,100,100,100,98,82,60,52
"ASV_02277","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae",NA,NA,NA,NA,100,100,100,100,96,20,15,11,10
"ASV_02278","Eukaryota","TSAR","Alveolata","Dinoflagellata","Dinophyceae","Gymnodiniales","Gymnodiniaceae",NA,NA,100,100,100,100,99,73,71,38,38
"ASV_02279","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II",NA,NA,NA,100,100,100,100,56,56,20,20,20
"ASV_02280","Eukaryota","TSAR","Alveolata","Dinoflagellata","Syndiniales","Dino-Group-II","Dino-Group-II-Clade-26","Dino-Group-II-Clade-26_X","Dino-Group-II-Clade-26_X_sp.",100,100,89,89,89,89,89,89,89
